Unnamed: 0,Bug ID,Type,Summary,Product,Component,Status,Average_Cos_Similarity_Trigram,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Resolution,Updated,Bug Id,Description,Duplicate_Bug_Ids
1433,1658462,defect,Crash in mozilla::widget::AndroidAlerts::ShowPersistentNotification,GeckoView,Extensions,RESOLVED,0.012173476140076953,0.01338468944228064,0.01677915126580915,DUPLICATE,2020-08-25 07:42:37,1658462,created attachment   example extension  clicking on the button in the browser action crashes the browser  while testing a personal project i noticed that creating a notification crashes the browser    attacched a poc   looks like we re missing a null check       mozilla  widget  androidalerts  showpersistentnotification  androidalerts cpp      showwithbackend  nsalertsservice cpp   nsalertsservice  showpersistentnotification  nsalertsservice cpp   nsalertsservice  showalertnotification  nsalertsservice cpp   ns invokebyindex   s   callmethodhelper  invoke  xpcwrappednative cpp   callmethodhelper  call  xpcwrappednative cpp   xpcwrappednative  callmethod  xpcwrappednative cpp   xpc wn callmethod  xpcwrappednativejsops cpp   calljsnative    js  callreason  js  callargs const   interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  callfromstack  interpreter cpp   interpret  interpreter cpp   js  runscript  interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  call  interpreter cpp   js  spreadcalloperation  interpreter cpp   interpret  interpreter cpp   js  runscript  interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  call  interpreter cpp   js  callselfhostedfunction  selfhosting cpp   js  jit  interpretresume  vmfunctions cpp    unknown     unknown    enterjit  jit cpp   js  jit  maybeenterjit  jit cpp   js  runscript  interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  call  interpreter cpp   js  callselfhostedfunction  selfhosting cpp   asyncfunctionresume  asyncfunction cpp   asyncfunctionpromisereactionjob  promise cpp   promisereactionjob  promise cpp   calljsnative    js  callreason  js  callargs const   interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  call  interpreter cpp   js  call  jsapi cpp   mozilla  dom  promisejobcallback  call  promisebinding cpp   mozilla  dom  promisejobcallback  call  promisebinding h   mozilla  dom  promisejobcallback  call  promisebinding h   mozilla  promisejobrunnable  run  cyclecollectedjscontext cpp   mozilla  cyclecollectedjscontext  performmicrotaskcheckpoint  cyclecollectedjscontext cpp   mozilla  cyclecollectedjscontext  afterprocesstask  cyclecollectedjscontext cpp   xpcjscontext  afterprocesstask  xpcjscontext cpp   nsthread  processnextevent  nsthread cpp   ns processnextevent  nsthreadutils cpp   mozilla  ipc  messagepump  run  messagepump cpp   messageloop  runinternal  message loop cc   messageloop  runhandler  message loop cc   messageloop  run  message loop cc   nsbaseappshell  run  nsbaseappshell cpp   nsappstartup  run  nsappstartup cpp   xremain  xre mainrun  nsapprunner cpp   xremain  xre main  nsapprunner cpp   xre main  nsapprunner cpp   geckostart nsandroidstartup cpp   mozilla  bootstrapimpl  geckostart  bootstrap cpp     java org mozilla gecko mozglue geckoloader nativerun  apkopen cpp   nativerun   art quick invoke static stub   art  artmethod  invoke    art  interpreter  artinterpretertocompiledcodebridge    bool art  interpreter  docall true  false     mterpinvokestaticrange   executemterpimpl   art  interpreter  execute    artquicktointerpreterbridge   art quick to interpreter bridge   art quick invoke stub   art  artmethod  invoke    art  invokewithargarray    art  invokevirtualorinterfacewithjvalues    art  thread  createcallback      pthread start      start thread     bionic clone      ,1649494.0
1478,1651216,defect,Crash in [@ nsWindow::LayerViewSupport::FlipScreenPixels],GeckoView,General,RESOLVED,0.02174811490289368,0.02649090792882282,0.03585142090964786,DUPLICATE,2020-08-18 11:03:27,1651216,this bug is for crash report bp             top   frames of crashing thread        libxul so nswindow  layerviewsupport  flipscreenpixels widget android nswindow cpp     libxul so nswindow  layerviewsupport  recvscreenpixels widget android nswindow cpp     libxul so nswindow  recvscreenpixels widget android nswindow cpp     libxul so mozilla  layers  uicompositorcontrollerchild  recvscreenpixels gfx layers ipc uicompositorcontrollerchild cpp     libxul so mozilla  layers  puicompositorcontrollerchild  onmessagereceived ipc ipdl puicompositorcontrollerchild cpp     libxul so mozilla  ipc  messagechannel  dispatchmessage ipc glue messagechannel cpp     libxul so mozilla  ipc  messagechannel  messagetask  run ipc glue messagechannel cpp     libxul so mozilla  runandroiduitasks widget android androiduithread cpp     data app org mozilla firefox beta   base apk classes dex data app org mozilla firefox beta   base apk classes dex      dalvik alloc space   dalvik alloc space        ,1655580.0
1510,1719515,task,Investigate AAB support in GeckoView,GeckoView,General,RESOLVED,0.024809788021849393,0.029086225076419264,0.035438653825355444,DUPLICATE,2021-08-06 14:41:02,1719515,given the requirement that new apps publish aab instead of apk we should make sure that geckoview can be used with aab ,1529082.0
1516,1630144,defect,browser.windows.WINDOW_ID_CURRENT does not work in GeckoView,GeckoView,Extensions,RESOLVED,0.020713190678567982,0.02420066329685277,0.03597650108730598,DUPLICATE,2020-04-16 12:32:34,1630144,when testing out the  multi account containers     add on  the error log is seen when trying to access  browser windows window id current       typeerror  can t access property  window id current   browser windows is undefined      gv version        r b version        a c version                account containers,1584252.0
1588,1368719,defect,[DataLoss] BrowserDB.prepareSchema() creates new DB if existing DB file is locked,Firefox for iOS,Data Storage,RESOLVED,0.023474288387870752,0.0247657262145156,0.025071820633949974,DUPLICATE,2017-09-11 11:54:32,1368719,data loss when database recovery fails  we have a situation where the database is fully recoverable  but we give up early and wipe it ,1394185.0
1616,1509901,enhancement,Add default implementations to delegate interfaces,GeckoView,General,RESOLVED,0.027795707354083276,0.02973297464162153,0.038980441993614806,DUPLICATE,2019-03-11 11:42:52,1509901,it prevents us from using default method implementations in interfaces  those are a pretty big usability win for the geckoview api  and i d rather have that than code coverage  see bug   ,1498721.0
1619,1401598,enhancement,iOS got an empty notification after a tab was sent,Firefox for iOS,Sync,RESOLVED,0.019009712871585854,0.020326014836643442,0.025996080589101432,DUPLICATE,2017-10-11 09:47:45,1401598,ios got an empty notification after a tab was sent  regular  you got a tab  notification also showed up    got an empty notification again after another tab was sent    also got a  tap to begin  ios notification  sync appears to work without intervention though ,1375988.0
1716,1439051,defect,GeckoView will not go fullscreen if e10s enabled.,GeckoView,General,RESOLVED,0.024584710786464344,0.02888505596208785,0.03845505743070853,DUPLICATE,2018-12-20 08:27:20,1439051,if a geckosession is created with the preference geckosessionsettings use multiprocess  it is not possible to go fullscreen ,1461338.0
1728,1504011,enhancement,Add a pref in the settings to adjust the number of topsite rows,Firefox for iOS,Browser,RESOLVED,0.014091571133528881,0.014967858339105293,0.020094998183551902,DUPLICATE,2018-11-28 17:43:51,1504011,provide a user to have anywhere from       topsites,1510564.0
1732,1487450,defect,Add GeckoView API to know when video is playing.,GeckoView,General,RESOLVED,0.02790629216434688,0.03089869672031358,0.03931143903873534,DUPLICATE,2018-12-20 08:27:20,1487450,on devices like the oculus go  there are cpu and gpu throttles  fxr needs to know when when video is playing so that the throttles maybe increased ,1498246.0
1814,1577018,enhancement,Make Default TextInputDelegate public,GeckoView,General,RESOLVED,0.017636033660424596,0.01872158889182357,0.0267638682808556,DUPLICATE,2019-10-02 11:34:32,1577018,make this public so i can inherit from it because fenix doesn t care about a lot of these functions,1577003.0
1816,1422440,defect,[RTL] Text is cut-off in Sync view,Firefox for iOS,Theme & Visual Design,RESOLVED,0.01804787929808398,0.02268133222932642,0.03280233886671743,DUPLICATE,2018-03-05 13:56:42,1422440,rtl string appears cut off at the right end of the sync field,1442807.0
1820,1598696,defect,"signal 11 (SIGSEGV), code 1 (SEGV_MAPERR)",GeckoView,General,RESOLVED,0.012510726259656085,0.015775183797864703,0.018610799467002174,DUPLICATE,2020-01-22 12:19:37,1598696,user agent  mozilla       applewebkit       chrome         safari      steps to reproduce   i have no ideas how to reproduce this bug  also i see this crashes only in google play console but not in firebase crashlytics    actual results   different crashes  there is the stacktrace                                                                  pid     tid        com tradingview tradingviewapp      backtrace        pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libmozglue so         pc     data app com tradingview tradingviewapp y     oat   base odex         pc     data app com tradingview tradingviewapp y     oat   base odex         pc     system   libart so         pc     system   libart so            pc     system   libart so    invokewithargarray   argarray   art  jvalue   char const            pc     system   libart so            pc     system   libart so            pc     system   libc so            pc     system   libc so      also  i found readable stacktrace on armeabi   build  backtrace        pc     system bin linker         pc     system bin linker         pc     system bin linker         pc     data app com tradingview tradingviewapp     lib arm libxul so,1598068.0
1912,1384188,enhancement,Enable Sentry logging from App Extensions,Firefox for iOS,Telemetry,RESOLVED,0.015586710325181875,0.017076141407141296,0.022409093851273765,DUPLICATE,2018-01-26 11:27:15,1384188,it would be nice if we could see errors messages originating from our app extensions too ,1403142.0
1914,1441249,defect,[tracking protection 2.0]  TP Stats not reset on reload,Firefox for iOS,Browser,RESOLVED,0.026219006407169093,0.02931171678715712,0.0354067623648029,DUPLICATE,2018-02-28 07:49:39,1441249,likely the reload event is not setting the per tab tp stats object back to zero,1439307.0
1983,1512639,enhancement,Investigate HTML Credit Card / Address autofill APIs,GeckoView,General,RESOLVED,0.02777868132935437,0.03160651699838341,0.03691121088462704,DUPLICATE,2021-02-09 13:06:42,1512639,we should investigate what s the story for payments apis in geckoview to allow embedding apps to implement credit card autofill and related features ,1691819.0
2047,1424706,defect,Deleting characters from awesomebar will not delete already existing site suggestions,Firefox for iOS,Home screen,RESOLVED,0.026746081305712426,0.029439971706833993,0.03517920410512457,DUPLICATE,2018-02-27 09:53:52,1424706,device  ipad     build  beta        str      have some sites bookmarked and in history    type in some characters in awesomebar to trigger suggestions    delete typed in characters  expected results   suggestions should be deleted when awesomebar is clear  actual result   suggestions still displayed  for further details please check      v   feature youtu be,1418103.0
2116,1369881,enhancement,Send core ping using mozilla-mobile/telemetry-ios,Firefox for iOS,Telemetry,RESOLVED,0.025297043763015992,0.02724529520000736,0.03779602012365074,DUPLICATE,2017-10-03 08:57:50,1369881,since we re going to pull in   mobile telemetry ios for ui event telemetry  we should also use it for sending the core ping ,1402976.0
2119,1439913,defect,L10 screenshots fail to run,Firefox for iOS,Localization,RESOLVED,0.022738983919271982,0.02420011006827308,0.02399768568694357,DUPLICATE,2018-03-06 10:01:03,1439913,noting this before the next screenshot run                     runner        catransaction synchronize  called within transaction                   runner      running tests                      runner      the bundle    xctest  couldn t be loaded because it is damaged or missing necessary resources  try reinstalling the bundle                    runner         library not loaded   rpath mappamundi framework mappamundi   referenced from   users jhugman library developer xcode deriveddata client gspzncyrtnvytgbhiuyrbdiehmwb build products fennec iphonesimulator   runner app plugins   xctest     reason  image not found ,1442426.0
2184,1640283,enhancement,Overhaul content permissions API,GeckoView,General,RESOLVED,0.026371900647827233,0.028424143081617892,0.031721661346977556,DUPLICATE,2021-05-28 07:17:29,1640283,the current api has several drawbacks both for gecko and applications using geckoview  discussion and proposal here      edit heading h  ,1654832.0
2187,1694220,task,Update GeckoView target sdk version to 30,GeckoView,General,RESOLVED,0.020371456563936814,0.021591933561709065,0.02376541121008952,DUPLICATE,2021-05-28 06:48:47,1694220,ac fenix is updating soon and we should too ,1688062.0
2198,1641586,defect,GeckoWebExecutor.fetch returns 403 in private browsing,GeckoView,General,RESOLVED,0.022514286582562697,0.02834300920518422,0.04467063386571004,DUPLICATE,2020-09-08 08:48:14,1641586,more detail and str can be found in the  fenix bug  ,1530022.0
2244,1471560,defect,Crash in mozilla::gl::SharedSurface_SurfaceTexture::Commit,GeckoView,General,RESOLVED,0.018734333573268914,0.02116268371053294,0.02415433987485685,DUPLICATE,2018-12-20 08:27:20,1471560,this bug was filed from the socorro interface and is report bp                                                                           top   frames of crashing thread     libxul so mozilla  gl  sharedsurface surfacetexture  commit gfx gl sharedsurfaceegl cpp     libxul so mozilla  layers  canvasclientsharedsurface  updaterenderer gfx layers client canvasclient cpp     libxul so mozilla  layers  canvasclientsharedsurface  update gfx layers client canvasclient cpp     libxul so mozilla  layers  shareablecanvasrenderer  updatecompositableclient gfx layers shareablecanvasrenderer cpp     libxul so mozilla  layers  clientcanvaslayer  renderlayer gfx layers client clientcanvaslayer cpp     libxul so mozilla  layers  clientcontainerlayer  renderlayer gfx layers client clientcontainerlayer h     libxul so mozilla  layers  clientcontainerlayer  renderlayer gfx layers client clientcontainerlayer h     libxul so mozilla  layers  clientcontainerlayer  renderlayer gfx layers client clientcontainerlayer h     libxul so mozilla  layers  clientcontainerlayer  renderlayer gfx layers client clientcontainerlayer h     libxul so mozilla  layers  clientlayermanager  endtransactioninternal gfx layers client clientlayermanager cpp                                                                   there are   crashes in nightly starting with buildid    the moz crash reason is always  moz release assert    snorp  could you investigate please  ,1478754.0
2248,1573584,defect,Crash in [@ libhwui.so@0x2fe32],GeckoView,General,RESOLVED,0.016131901128393904,0.019726942156579892,0.02109518172480377,DUPLICATE,2019-08-15 16:12:21,1573584,this bug is for crash report bp                top crash in the fenix     release      all devices are motorola running api         top   frames of crashing thread     libc so libc so      libhwui so libhwui so      libhwui so libhwui so      libhwui so libhwui so      liblog so liblog so      libhwui so libhwui so      liblog so liblog so      dalvik main space     dalvik main space       dalvik main space     dalvik main space       dalvik main space     dalvik main space         ,1374570.0
2298,1450495,enhancement,[PushBox] Fallback: retrieving undelivered tabs from pushbox.,Firefox for iOS,Sync,RESOLVED,0.023235750393998427,0.026008847740126212,0.031173135148587338,DUPLICATE,2018-07-16 13:52:07,1450495,this should be done on application foregrounding  and periodically  as we currently do with synceverything ,1463826.0
2304,1465387,enhancement,window.find throws NS_ERROR_NOT_AVAILABLE on fennec.,GeckoView,General,RESOLVED,0.023120163800223956,0.025216458317162366,0.03884241786338842,DUPLICATE,2020-07-23 15:40:58,1465387,see bug    where my test was backed out because of this   ,1358633.0
2342,1567640,task,./mach build should build |android build-geckoview_example|,GeckoView,General,RESOLVED,0.022460307603970615,0.024963116801391565,0.03210263863156312,DUPLICATE,2019-08-29 07:29:11,1567640,   mach build  on an android build only builds application code  but not tests  we should make    mach build  build everything that    mach android build geckoview example  builds too ,1550146.0
2368,1450486,defect,[PushBox] Prepare the tab as a JSON payload.,Firefox for iOS,Sync,RESOLVED,0.014781843464107419,0.01560724635269826,0.0173116337839691,DUPLICATE,2018-07-16 13:51:30,1450486,this json payload has been specced in bug   ,1463826.0
2369,1586037,defect,Remove `jni::IsFennec()` and `nsIAndroidBridge::IsFennec()`,GeckoView,General,RESOLVED,0.010552679973558176,0.011027415121483634,0.014052257708429593,DUPLICATE,2021-03-17 21:43:04,1586037,we re never fennec ,1694481.0
2407,1478687,defect,Login screen should have Dark Theme,Firefox for iOS,General,RESOLVED,0.026249536882412723,0.02858927754986098,0.033795206101263936,DUPLICATE,2018-10-25 00:54:50,1478687,created attachment   screen shot       at       pm png  build      device  iphone   ios       pre conditions    dark theme enabled  steps to reproduce     open settings    login  expected results    login screen should have dark theme   tapping on a login should also have dark theme,1497818.0
2417,1450487,defect,[PushBox] Encrypt the Sendtab Payload before sending it to a client.,Firefox for iOS,Sync,RESOLVED,0.022612109968090918,0.02501803660833433,0.02854976660760788,DUPLICATE,2018-07-16 13:51:27,1450487,this involves finding the receiving device s push keys and encrypting the pushbox payload with them ,1463826.0
2431,1507857,enhancement,Use `IdleTaskRunner` to schedule `QueryVisitedState` messages for new visited URIs,GeckoView,General,RESOLVED,0.026333051727843147,0.02804483603299951,0.03055493020661259,DUPLICATE,2019-11-04 09:51:44,1507857,smaug suggested using  idletaskrunner  create  to dispatch these  with a high enough budget and at least the   delay that we have now ,1593690.0
2490,1348392,enhancement,[geckoview] Allow apps to configure proxy information,GeckoView,General,RESOLVED,0.023623871387835355,0.025941144759533477,0.02811370266394704,DUPLICATE,2019-06-07 08:58:36,1348392,for gv this may just boil down to having a way to set a socks proxy and twiddling some stuff to make fingerprinting more difficult ,1525486.0
2509,1533840,enhancement,Add convenience methods for dealing with WebRequest/WebResponse bodies,GeckoView,General,RESOLVED,0.02779892320230517,0.030693491281942174,0.02978025507502261,DUPLICATE,2021-09-28 14:10:51,1533840,it s pretty common to be dealing with  string  or  jsonobject  bodies instead of raw  bytebuffer   we should add methods to make that easier ,1529930.0
2528,1389511,defect,Leanplum messages are failing XCUI Tests by blocking the view,Firefox for iOS,Build & Test,RESOLVED,0.025152528192071467,0.02757510320305427,0.03550286366406435,DUPLICATE,2017-11-03 05:40:29,1389511,created attachment   screen shot       at       am png  xcui tests are failing because the leanplum messages are covering the ui elements   leanplum should be disabled for buddybuild simulator builds ,1414239.0
2540,1490081,enhancement,New iOS12 Password autofill support,Firefox for iOS,Browser,RESOLVED,0.01582302059413952,0.016750328652206423,0.02168466575755966,DUPLICATE,2019-11-22 00:49:44,1490081,lets support the new password autofill spec in  ,1466751.0
2567,1450480,defect,[PushBox] Register or upgrade capabilities with FxA at device registration.,Firefox for iOS,Sync,RESOLVED,0.025977335767023272,0.028209087058762083,0.03522980086403957,DUPLICATE,2018-07-16 13:50:53,1450480,the capabilities json blob is a read only object generated by each version of firefox for ios      the format has not yet been fully spec d yet      edit ,1463826.0
2613,1457601,enhancement,Remove non-e10s mode,GeckoView,General,RESOLVED,0.026964680462513123,0.02909552545366585,0.04287532165106505,DUPLICATE,2021-08-04 15:02:11,1457601,i think it s too much of a burden to require that we make everything work in both   and non  we should just use   all the time ,1650118.0
2615,1450481,enhancement,"[PushBox] Ensure we generate and store the public/private key for webpush,",Firefox for iOS,Sync,RESOLVED,0.02113603983210645,0.02299327292494982,0.026465406313040587,DUPLICATE,2018-07-16 13:50:56,1450481, even if the apns push registration fails   webpush encryption will be used for encrypting tab metadata when sending tabs via pushbox ,1463826.0
2659,1450482,defect,[PushBox] Change the clients table to include a capabilities column.,Firefox for iOS,Sync,RESOLVED,0.015148985479444904,0.01604093422095945,0.018411835384171658,DUPLICATE,2018-07-16 13:50:58,1450482,capabilities should be synchronized via the clients collection ,1463826.0
2667,1508969,enhancement,Improve GeckoResult Kotlin API,GeckoView,General,RESOLVED,0.025839940239641087,0.027308133967884823,0.029377610687133772,DUPLICATE,2018-12-20 09:45:20,1508969,geckoresult promise type requires a lot of kotlin boilerplate code when wrapping in a coroutine  we need to improve the geckoresult design to make this easier  or provide a kotlin interface for an improved developer experience ,1463790.0
2675,1450493,enhancement,[PushBox] Add restoreTab method to reconstruct a tab sent from another device,Firefox for iOS,Sync,RESOLVED,0.023083792560554157,0.024563679918426257,0.030051047142920652,DUPLICATE,2018-07-16 13:52:12,1450493,add a method to bvc to reify a tab from a senttab object      this may include       populating the back forward list   latterly  this may later include     changing the scroll position    adding auth tokens ,1463826.0
2698,1450483,defect,[PushBox] Periodically retrieve pushbox endpoint,Firefox for iOS,Sync,RESOLVED,0.015165735983830253,0.015924082739364243,0.017323652738391305,DUPLICATE,2018-07-16 13:51:00,1450483,  from   well known fxa client configuration  store this for later use when retrieving undelivered pushbox messages ,1463826.0
2742,1682666,enhancement,Add GeckoView.setDynamicToolbarMaxHeight to GVE,GeckoView,GeckoViewExample,RESOLVED,0.025971902004459837,0.029061198271467425,0.04220380966538302,DUPLICATE,2020-12-17 23:07:45,1682666,adding this api to gve will help resolve bugs that can be reproduced only with it enabled as we see in bug   ,1500644.0
2749,1367963,enhancement,Refactor Supported Locales Data Structure in LeanplumIntegration,Firefox for iOS,Firefox Accounts,RESOLVED,0.015805567860592003,0.018042534039701717,0.026222492847323767,DUPLICATE,2017-11-03 05:43:22,1367963,see this comment for details    mobile firefox ios pull   files diff  ,1414242.0
2754,1400727,defect,Intermittent autophone-s1s2 | application crashed [@ libc.so + 0x1a772],GeckoView,General,RESOLVED,0.020334938613999893,0.026125067174187305,0.04029188697583642,DUPLICATE,2018-12-20 08:27:20,1400727,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1392690.0
2999,1400719,defect,Intermittent autophone-s1s2 | application crashed [unknown top frame],GeckoView,General,RESOLVED,0.020334938613999893,0.026125067174187305,0.04029188697583642,DUPLICATE,2018-12-20 08:27:20,1400719,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1164052.0
3021,1400726,defect,Intermittent autophone-s1s2 | application crashed [unknown top frame],GeckoView,General,RESOLVED,0.020334938613999893,0.026125067174187305,0.04029188697583642,DUPLICATE,2018-12-20 08:27:20,1400726,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1164052.0
3227,1690356,defect,Crash in [@ EMPTY: no crashing thread identified; ERROR_NO_MINIDUMP_HEADER],GeckoView,General,RESOLVED,0.016085899571341353,0.019618137263604014,0.028739962030027776,DUPLICATE,2021-03-29 10:34:14,1690356,maybe fission related      crash report    stats mozilla org report index          ,1644486.0
